protein_ID	InterproScan
G_6535_0_10_Blautia_obeum	Glycosyltransferase family 36, Glycosyl hydrolase 94, Glycosyl hydrolase 36 superfamily, catalytic domain, Glycosyl hydrolase 36, catalytic domain, Maltose phosphorylase, domain 3, -, GH94N_CBP_like, Cellobiose phosphorylase, N-terminal, Galactose mutarotase-like, Galactose mutarotase-like domain superfamily, Six-hairpin glycosidases, Six-hairpin glycosidase superfamily, Six-hairpin glycosidase-like superfamily, CBM_X_2, Putative carbohydrate binding domain, Glycoside hydrolase family 65, N-terminal domain superfamily, mpn423 like domain, CELLOBIONIC ACID PHOSPHORYLASE-RELATED
G_132877_0_4_Staphylococcus_hominis	SR_ResInv, -, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Site-specific recombinases active site., Recombinase, conserved site, Coil, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N-terminal catalytic domain, resolvase_6, Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED
G_50021_0_23_Limosilactobacillus_reuteri	DNA-INVERTASE FROM LAMBDOID PROPHAGE, -, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N-terminal catalytic domain, Coil, SR_ResInv, Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, resolvase_6, Site-specific recombinases active site., Recombinase, conserved site
G_48117_0_3_Lactobacillus_sp._M31	consensus disorder prediction, -, Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2
G_100623_0_8_Ruminococcus_sp._AF31-16BH	Type IV leader peptidase family, Prepilin type IV endopeptidase, peptidase domain, -
NC_004566_12_Limosilactobacillus_fermentum	Bacterial transferase hexapeptide (six repeats), Hexapeptide repeat, Trimeric LpxA-like enzymes, Trimeric LpxA-like superfamily, LbH_XAT, -, Hexapeptide repeat proteins, ACETYLTRANSFERASE, ACETYLTRANSFERASE YVOF-RELATED
G_50055_0_7_Limosilactobacillus_reuteri	Coil, -, LPXTG_anchor: LPXTG cell wall anchor domain, Tropomyosin, consensus disorder prediction, Gram-positive cocci surface proteins LPxTG motif profile., LPXTG cell wall anchor domain, Nucleotidyltransferases  domain 2, Helix Hairpins, Rib domain
G_49723_0_29_Limosilactobacillus_oris	Coil, -, Bacterial immunoglobulin/albumin-binding domains, Immunoglobulin/albumin-binding domain superfamily, LPXTG cell wall anchor motif, LPXTG cell wall anchor domain, Domain of Unknown Function (DUF1542), Domain of unknown function DUF1542, Ebh helix bundles repeating unit (S and A modules), LPXTG_anchor: LPXTG cell wall anchor domain, consensus disorder prediction
G_129022_0_2_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_129058_0_3_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_45356_0_33_Hespellia_stercorisuis	cognate_SipW: SipW-cognate class signal peptide, Signal peptide, camelysin
G_6949_0_24_Butyricicoccus_sp._AM42-5AC	REC_OmpR, -, trans_reg_C, OmpR/PhoB-type DNA-binding domain, REGULATOR OF RPOS, Transcriptional regulatory protein WalR-like, Trans_reg_C_3, TWO-COMPONENT RESPONSE REGULATOR, Response regulator receiver domain, Signal transduction response regulator, receiver domain, OmpR/PhoB-type DNA-binding domain profile., Winged helix-like DNA-binding domain superfamily, Response regulatory domain profile., Transcriptional regulatory protein, C terminal, REC_2, CheY-like, CheY-like superfamily
G_6756_0_13_Blautia_sp._OM07-19	consensus disorder prediction, -
G_49852_0_12_Limosilactobacillus_reuteri	-
G_49991_0_5_Limosilactobacillus_reuteri	-
G_131451_0_2_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction, Protein of unknown function, DUF536, Domain of unknown function DUF536
G_129085_0_8_Staphylococcus_epidermidis	Coil, -
G_49584_0_29_Limosilactobacillus_agrestis	Aldolase class I, Aldolase-type TIM barrel, tim: triose-phosphate isomerase, Triosephosphate isomerase, Triosephosphate isomerase [tpiA]., Triosephosphate isomerase, bacterial/eukaryotic, TIM, TRIOSEPHOSPHATE ISOMERASE, Triosephosphate isomerase (TIM) family profile., Triosephosphate isomerase (TIM), Triosephosphate isomerase superfamily, -
G_6571_0_19_Blautia_obeum	MEMBRANE COMPONENT OF TRANSPORTER-RELATED, -, MacB-like periplasmic core domain, FtsX-like permease family, ABC3 transporter permease protein domain
G_132557_0_17_Staphylococcus_haemolyticus	HIGH-AFFINITY CHOLINE TRANSPORT PROTEIN-RELATED, BCCT transporter family, bcct: transporter, betaine/carnitine/choline transporter (BCCT) family, BCCT, betaine/carnitine/choline family transporter, BCCT family of transporters signature., BCCT transporter, conserved site, HIGH-AFFINITY CHOLINE TRANSPORT PROTEIN, -
G_50037_0_18_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_50067_0_17_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_50003_0_17_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_49978_0_17_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_49986_0_18_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_50048_0_18_Limosilactobacillus_reuteri	antiport_nhaC: Na+/H+ antiporter NhaC, Na+/H+ antiporter NhaC, MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal, NA(+)/H(+) ANTIPORTER NHAC
G_50051_0_3_Limosilactobacillus_reuteri	D-ALANYL-D-ALANINE CARBOXYPEPTIDASE-RELATED, -, beta-lactamase/transpeptidase-like, Beta-lactamase/transpeptidase-like, Beta-lactamase, Beta-lactamase-related
G_50057_0_35_Limosilactobacillus_reuteri	D-ALANYL-D-ALANINE CARBOXYPEPTIDASE-RELATED, -, beta-lactamase/transpeptidase-like, Beta-lactamase/transpeptidase-like, Beta-lactamase, Beta-lactamase-related
G_6571_0_13_Blautia_obeum	-, P-loop containing nucleoside triphosphate hydrolase, ABC_MetN_methionine_transporter, Methionine import ATP-binding protein MetN, ATP-binding domain, ATP-binding cassette, ABC transporter-type domain profile., ABC transporter-like, ATP-binding domain, ACT-like, ACT-like domain, AMINO ACID IMPORT ATP-BINDING PROTEIN, METHIONINE IMPORT ATP-BINDING PROTEIN METN, Methionine import ATP-binding protein MetN, P-loop containing nucleoside triphosphate hydrolases, NIL domain, ABC transporters family signature., ABC transporter-like, conserved site, NIL_2, ABC transporter, AAA_5, AAA+ ATPase domain
G_49593_1_37_Limosilactobacillus_coleohominis	Amino acid/polyamine transporter I, -, FRUCTOSELYSINE/PSICOSELYSINE TRANSPORTER FRLA-RELATED, AMINO ACID TRANSPORTER, AA_transporter, Amino acid permease
G_49593_2_3_Limosilactobacillus_coleohominis	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_49907_0_11_Limosilactobacillus_reuteri	Coil, -, consensus disorder prediction
G_49815_0_10_Limosilactobacillus_reuteri	Cholin Binding, -, Glycosyl hydrolase family 53, (Trans)glycosidases, Glycoside hydrolase superfamily, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE A, Cell wall binding repeat, consensus disorder prediction, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE, KxYKxGKxW: KxYKxGKxW signal peptide, KxYKxGKxW signal peptide, Glycosidases
G_49860_0_2_Limosilactobacillus_reuteri	Cholin Binding, -, Glycosyl hydrolase family 53, (Trans)glycosidases, Glycoside hydrolase superfamily, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE A, Cell wall binding repeat, consensus disorder prediction, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE, KxYKxGKxW: KxYKxGKxW signal peptide, KxYKxGKxW signal peptide, Glycosidases
G_50156_0_11_Limosilactobacillus_reuteri	Cholin Binding, -, Glycosyl hydrolase family 53, (Trans)glycosidases, Glycoside hydrolase superfamily, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE A, Cell wall binding repeat, consensus disorder prediction, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE, KxYKxGKxW: KxYKxGKxW signal peptide, KxYKxGKxW signal peptide, Glycosidases
G_100623_0_29_Ruminococcus_sp._AF31-16BH	-, P-loop containing nucleoside triphosphate hydrolase, P-loop containing nucleoside triphosphate hydrolases, AAA domain
G_49930_0_29_Limosilactobacillus_reuteri	HxlR-type HTH domain profile., Helix-turn-helix, HxlR type, -, Winged helix-like DNA-binding domain superfamily, "Winged helix" DNA-binding domain, Winged helix DNA-binding domain superfamily, TRANSCRIPTIONAL REGULATORY PROTEIN, TRANSCRIPTIONAL REGULATOR, MARR FAMILY, HxlR-like helix-turn-helix
G_129221_0_3_Staphylococcus_epidermidis	HTH domain, Helix-turn-helix, type 11
G_131949_0_3_Staphylococcus_epidermidis	HTH domain, Helix-turn-helix, type 11
G_131572_0_13_Staphylococcus_epidermidis	HTH domain, Helix-turn-helix, type 11
G_100718_0_58_Ruminococcus_sp._OM05-10BH	Protein of unknown function (DUF3991), Domain of unknown function DUF3991, Zinc beta-ribbon, -
G_6979_0_8_Butyricicoccus_sp._OM04-18BH	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_6949_0_10_Butyricicoccus_sp._AM42-5AC	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_49955_1_16_Limosilactobacillus_reuteri	resolvase_6, Resolvase, N-terminal catalytic domain, -, Resolvase-like, N-terminal catalytic domain superfamily, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, Resolvase, N terminal domain, Resolvase/invertase-type recombinase catalytic domain profile., DNA-INVERTASE FROM LAMBDOID PROPHAGE, CENP-B N-terminal DNA-binding domain, DNA binding HTH domain, Psq-type
G_6812_0_36_Blautia_obeum	-, ABC_MetN_methionine_transporter, Methionine import ATP-binding protein MetN, ATP-binding domain, NIL domain, ATP-binding cassette, ABC transporter-type domain profile., ABC transporter-like, ATP-binding domain, AAA_5, AAA+ ATPase domain, P-loop containing nucleoside triphosphate hydrolase, ABC transporter, ACT-like, ACT-like domain, P-loop containing nucleoside triphosphate hydrolases, ABC transporters family signature., ABC transporter-like, conserved site, AMINO ACID IMPORT ATP-BINDING PROTEIN, NIL_2, METHIONINE IMPORT ATP-BINDING PROTEIN METN, Methionine import ATP-binding protein MetN
G_49794_1_9_Limosilactobacillus_reuteri	Conserved hypothetical protein 698, Uncharacterised protein family UPF0324, prokaryote, INNER MEMBRANE PROTEIN YEIH-RELATED, UPF0324 INNER MEMBRANE PROTEIN YEIH, -
G_49885_0_16_Limosilactobacillus_reuteri	-, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Short-chain dehydrogenase/reductase (SDR) superfamily signature, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, DEHYDROGENASES, SHORT CHAIN, Short-chain dehydrogenases/reductases family signature., Short-chain dehydrogenase/reductase, conserved site, SDR_c
G_49852_0_28_Limosilactobacillus_reuteri	-, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Short-chain dehydrogenase/reductase (SDR) superfamily signature, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, DEHYDROGENASES, SHORT CHAIN, Short-chain dehydrogenases/reductases family signature., Short-chain dehydrogenase/reductase, conserved site, SDR_c
G_49991_0_22_Limosilactobacillus_reuteri	-, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Short-chain dehydrogenase/reductase (SDR) superfamily signature, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, DEHYDROGENASES, SHORT CHAIN, Short-chain dehydrogenases/reductases family signature., Short-chain dehydrogenase/reductase, conserved site, SDR_c
G_132877_0_1_Staphylococcus_hominis	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_50160_0_12_Limosilactobacillus_reuteri	Coil, -, consensus disorder prediction, LPXTG cell wall anchor motif, LPXTG cell wall anchor domain, LPXTG_anchor: LPXTG cell wall anchor domain, Atypical Rib domain, Gram-positive cocci surface proteins LPxTG motif profile.
G_50099_0_1_Limosilactobacillus_reuteri	Coil, -, consensus disorder prediction, LPXTG cell wall anchor motif, LPXTG cell wall anchor domain, LPXTG_anchor: LPXTG cell wall anchor domain, Atypical Rib domain, Gram-positive cocci surface proteins LPxTG motif profile.
G_169491_0_29_Trichococcus_ilyis	-, RNA polymerase, RBP11-like subunit, RNA polymerase Rpb3/RpoA insert domain, DNA-directed RNA polymerase, insert domain, RNA polymerase Rpb3/Rpb11 dimerisation domain, DNA-directed RNA polymerase, RpoA/D/Rpb3-type, Insert subdomain of RNA polymerase alpha subunit, DNA-directed RNA polymerase, insert domain superfamily, DNA-directed RNA polymerase subunit alpha [rpoA]., DNA-directed RNA polymerase, alpha subunit, rpoldneu2, Bacterial RNA polymerase, alpha chain C terminal domain, RNA polymerase, alpha subunit, C-terminal, DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA, RNAP_alpha_NTD, rpoA: DNA-directed RNA polymerase, alpha subunit, C-terminal domain of RNA polymerase alpha subunit, RBP11-like subunits of RNA polymerase
G_169371_0_31_Trichococcus_ilyis	-, RNA polymerase, RBP11-like subunit, RNA polymerase Rpb3/RpoA insert domain, DNA-directed RNA polymerase, insert domain, RNA polymerase Rpb3/Rpb11 dimerisation domain, DNA-directed RNA polymerase, RpoA/D/Rpb3-type, Insert subdomain of RNA polymerase alpha subunit, DNA-directed RNA polymerase, insert domain superfamily, DNA-directed RNA polymerase subunit alpha [rpoA]., DNA-directed RNA polymerase, alpha subunit, rpoldneu2, Bacterial RNA polymerase, alpha chain C terminal domain, RNA polymerase, alpha subunit, C-terminal, DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA, RNAP_alpha_NTD, rpoA: DNA-directed RNA polymerase, alpha subunit, C-terminal domain of RNA polymerase alpha subunit, RBP11-like subunits of RNA polymerase
G_97256_0_11_Loigolactobacillus_backii	consensus disorder prediction, -
G_45356_0_36_Hespellia_stercorisuis	LexA/Signal peptidase, LexA/Signal peptidase-like superfamily, Signal peptidase, peptidase S26, Peptidase S26, S26_SPase_I, SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11, Signal peptidase Sec11, sigpep_I_arch: signal peptidase I, Peptidase S26B, Eukaryotic signal peptidase (S26B) family signature
G_49908_0_3_Limosilactobacillus_reuteri	N12 class N6 adenine-specific DNA methyltransferase signature, -, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, Vaccinia Virus protein VP39, N-6 DNA Methylase, DNA methylase, adenine-specific, DNA METHYLTRANSFERASE YEEA-RELATED
G_49892_0_10_Limosilactobacillus_reuteri	N12 class N6 adenine-specific DNA methyltransferase signature, -, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, Vaccinia Virus protein VP39, N-6 DNA Methylase, DNA methylase, adenine-specific, DNA METHYLTRANSFERASE YEEA-RELATED
G_6979_0_40_Butyricicoccus_sp._OM04-18BH	ABC transporter type 1, transmembrane domain, ABC transporter type 1, transmembrane domain superfamily, AAA_5, AAA+ ATPase domain, ABC transporter, ABC transporter-like, ATP-binding domain, ABC TRANSPORTER B FAMILY, -, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, ABC transporters family signature., ABC transporter-like, conserved site, ATP-binding cassette, ABC transporter-type domain profile., ABC transporter transmembrane region, COMPOSITE ABC TRANSPORTER, ATP-BINDING/PERMEASE PROTEIN, ABC transporter integral membrane type-1 fused domain profile.
G_131451_0_3_Staphylococcus_epidermidis	Coil, -, Domain of unknown function (DUF334), Protein of unknown function DUF334
G_46088_0_6_Lacticaseibacillus_zeae	MraZ_C, MraZ, C-terminal, TRANSCRIPTIONAL REGULATOR MRAZ, Transcriptional regulator MraZ, Transcriptional regulator MraZ domain, MraZ superfamily, SpoVT-AbrB domain profile., SpoVT-AbrB domain, MraZ protein, putative antitoxin-like, MraZ domain, AbrB/MazE/MraZ-like, SpoVT-AbrB domain superfamily, Transcriptional regulator MraZ [mraZ]., TIGR00242: division/cell wall cluster transcriptional repressor MraZ, MraZ_N, MraZ, N-terminal
G_49977_0_2_Limosilactobacillus_reuteri	Coil, -
G_136322_1_6_Staphylococcus_sp._HMSC077D08	SR_ResInv, -, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N-terminal catalytic domain, Resolvase-like, N-terminal catalytic domain superfamily, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase, N terminal domain, Site-specific recombinases active site., Recombinase, conserved site, Coil, Resolvase-like, SERINE RECOMBINASE PINE-RELATED, resolvase_6
G_131247_0_8_Staphylococcus_epidermidis	SR_ResInv, -, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N-terminal catalytic domain, Resolvase-like, N-terminal catalytic domain superfamily, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase, N terminal domain, Site-specific recombinases active site., Recombinase, conserved site, Coil, Resolvase-like, SERINE RECOMBINASE PINE-RELATED, resolvase_6
G_49852_0_23_Limosilactobacillus_reuteri	Cation efflux protein, cytoplasmic domain, Cation efflux protein, cytoplasmic domain superfamily, MITOCHONDRIAL METAL TRANSPORTER 1-RELATED, -, Dimerisation domain of Zinc Transporter, CDF: cation diffusion facilitator family transporter, Cation efflux protein, Cation efflux protein transmembrane domain, Cation efflux transmembrane domain superfamily, Cation efflux protein transmembrane domain-like, Cation efflux family, Cation efflux protein cytoplasmic domain-like
