query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_128803_0_18_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_128803_0_20_Staphylococcus_epidermidis	1194526.A284_10600	0.0	1095.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_48209_0_1_Lactobacillus_sp._UMNPBX2	891391.LAC30SC_01360	2.46e-247	684.0	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HDG6@91061|Bacilli,3F4IB@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	int7	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase
G_48209_0_2_Lactobacillus_sp._UMNPBX2	891391.LAC30SC_01355	2.4e-27	100.0	2E38H@1|root,32Y87@2|Bacteria,1VIF1@1239|Firmicutes	1239|Firmicutes	S	DNA binding domain, excisionase family	-	-	-	-	-	-	-	-	-	-	-	-	Tn916-Xis
G_48209_0_5_Lactobacillus_sp._UMNPBX2	1423807.BACO01000083_gene2433	3.19e-189	528.0	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,4HCMP@91061|Bacilli,3F4DZ@33958|Lactobacillaceae	91061|Bacilli	L	Transposase and inactivated derivatives, IS30 family DNA replication, recombination, and repair	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
G_48209_0_6_Lactobacillus_sp._UMNPBX2	557436.Lreu_1346	0.0	1177.0	COG0366@1|root,COG5263@1|root,COG0366@2|Bacteria,COG5263@2|Bacteria,1VQXK@1239|Firmicutes,4HEIA@91061|Bacilli,3F93W@33958|Lactobacillaceae	91061|Bacilli	G	Glycosyl hydrolase family 70	-	GO:0005575,GO:0005576	2.4.1.5	ko:K00689	ko00500,ko02020,map00500,map02020	-	R02120,R06066	RC00028	ko00000,ko00001,ko01000	-	GH13	-	Big_2,CW_binding_1,Glyco_hydro_70
G_48209_0_7_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene958	0.0	901.0	COG1190@1|root,COG1190@2|Bacteria,1TP2P@1239|Firmicutes,4H9X4@91061|Bacilli,3F439@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS	-	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
G_48209_0_8_Lactobacillus_sp._UMNPBX2	1605.Lani381_1428	2.4e-214	594.0	COG0042@1|root,COG0042@2|Bacteria,1TQ2R@1239|Firmicutes,4HA9K@91061|Bacilli,3F4C6@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	-	-	ko:K05540	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Dus
G_48209_0_9_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene956	3.09e-165	467.0	COG1281@1|root,COG1281@2|Bacteria,1TRCH@1239|Firmicutes,4HAFR@91061|Bacilli,3F42B@33958|Lactobacillaceae	91061|Bacilli	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	-	-	ko:K04083	-	-	-	-	ko00000,ko03110	-	-	-	HSP33
G_48209_0_10_Lactobacillus_sp._UMNPBX2	1069534.LRC_03560	0.0	1014.0	COG0465@1|root,COG0465@2|Bacteria,1TPTV@1239|Firmicutes,4HAJB@91061|Bacilli,3F49Z@33958|Lactobacillaceae	91061|Bacilli	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0030163,GO:0030428,GO:0032502,GO:0042623,GO:0043170,GO:0043934,GO:0044238,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
G_48209_0_11_Lactobacillus_sp._UMNPBX2	1069534.LRC_03550	3.54e-100	293.0	COG0634@1|root,COG0634@2|Bacteria,1V1C9@1239|Firmicutes,4HFZ2@91061|Bacilli,3F56C@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	-	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
G_48209_0_12_Lactobacillus_sp._UMNPBX2	1235801.C822_01424	4.06e-117	357.0	COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,4H9ZM@91061|Bacilli,3F4GY@33958|Lactobacillaceae	91061|Bacilli	J	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	2.4.2.8,6.3.4.19	ko:K04075,ko:K15780	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01132,R01229,R02142,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS,TilS_C
G_48209_0_13_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene951	8.69e-63	197.0	COG1098@1|root,COG1098@2|Bacteria,1V6FE@1239|Firmicutes,4HIKM@91061|Bacilli,3F6HV@33958|Lactobacillaceae	91061|Bacilli	J	RNA binding	yabR	-	-	ko:K07571	-	-	-	-	ko00000	-	-	-	S1
G_48209_0_14_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene950	7.03e-27	103.0	COG2919@1|root,COG2919@2|Bacteria,1VKC5@1239|Firmicutes,4HR53@91061|Bacilli,3F6SC@33958|Lactobacillaceae	91061|Bacilli	D	Septum formation initiator	divIC	-	-	ko:K13052	-	-	-	-	ko00000,ko03036	-	-	-	DivIC
G_48209_0_15_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene949	8.38e-43	141.0	COG1188@1|root,COG1188@2|Bacteria,1VEI5@1239|Firmicutes,4HKJJ@91061|Bacilli,3F7JX@33958|Lactobacillaceae	91061|Bacilli	J	S4 domain protein	yabO	-	-	-	-	-	-	-	-	-	-	-	S4
G_48209_0_16_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene948	2.43e-168	493.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,4HACG@91061|Bacilli,3F4BV@33958|Lactobacillaceae	91061|Bacilli	S	Polysaccharide biosynthesis protein	yabM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03328	-	-	-	-	ko00000	2.A.66.2	-	-	Polysacc_synt,Polysacc_synt_C
G_48209_0_17_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene947	0.0	1601.0	COG1197@1|root,COG1197@2|Bacteria,1TPF1@1239|Firmicutes,4H9NB@91061|Bacilli,3F4KU@33958|Lactobacillaceae	91061|Bacilli	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	-	-	ko:K03723	ko03420,map03420	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
G_48209_0_18_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene946	3.04e-94	279.0	COG0193@1|root,COG0193@2|Bacteria,1V3NB@1239|Firmicutes,4HH2Z@91061|Bacilli,3F3VZ@33958|Lactobacillaceae	91061|Bacilli	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
G_48209_0_19_Lactobacillus_sp._UMNPBX2	1069534.LRC_03460	5.75e-202	562.0	COG0039@1|root,COG0039@2|Bacteria,1TPSY@1239|Firmicutes,4HB0Z@91061|Bacilli,3F3RM@33958|Lactobacillaceae	91061|Bacilli	C	Belongs to the LDH MDH superfamily. LDH family	ldh	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
G_48209_0_20_Lactobacillus_sp._UMNPBX2	1423755.BAML01000012_gene944	2.2e-110	322.0	COG0517@1|root,COG0517@2|Bacteria,1TR5G@1239|Firmicutes,4H9ZA@91061|Bacilli,3F3JY@33958|Lactobacillaceae	91061|Bacilli	S	(CBS) domain	-	-	-	-	-	-	-	-	-	-	-	-	CBS
G_136322_1_1_Staphylococcus_sp._HMSC077D08	1194526.A284_11640	6.07e-59	187.0	29I65@1|root,3056Y@2|Bacteria,1TXTN@1239|Firmicutes,4I73N@91061|Bacilli,4GZX4@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11
G_136322_1_6_Staphylococcus_sp._HMSC077D08	1234409.C683_0882	1.1e-34	129.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_136322_1_9_Staphylococcus_sp._HMSC077D08	279808.SH1947	2.68e-176	492.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_136322_1_10_Staphylococcus_sp._HMSC077D08	279808.SH2618	4.48e-36	126.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_136322_1_11_Staphylococcus_sp._HMSC077D08	1194526.A284_09350	1.09e-23	92.4	29H7I@1|root,30453@2|Bacteria,1TW1P@1239|Firmicutes,4I4R1@91061|Bacilli,4H05T@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_136322_1_13_Staphylococcus_sp._HMSC077D08	1201292.DR75_2486	3.64e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_132244_0_7_Staphylococcus_epidermidis	1201292.DR75_2486	1.39e-40	144.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_49794_0_2_Limosilactobacillus_reuteri	891391.LAC30SC_10935	3.98e-53	172.0	COG3727@1|root,COG3727@2|Bacteria,1V3S8@1239|Firmicutes,4HJ0T@91061|Bacilli,3F771@33958|Lactobacillaceae	91061|Bacilli	L	DNA mismatch endonuclease Vsr	vsr	-	-	ko:K07458	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DUF559,Vsr
G_49794_0_3_Limosilactobacillus_reuteri	997830.HMPREF1124_1766	1.25e-187	533.0	COG0270@1|root,COG0270@2|Bacteria,1TS3G@1239|Firmicutes,4HC1I@91061|Bacilli,43FIT@68892|Streptococcus infantis	91061|Bacilli	H	C-5 cytosine-specific DNA methylase	nlaXM	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
G_49794_0_4_Limosilactobacillus_reuteri	888746.HMPREF9180_1411	2.01e-159	470.0	2DBF2@1|root,2Z8W0@2|Bacteria,1V0KF@1239|Firmicutes,4HCQM@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49794_0_7_Limosilactobacillus_reuteri	525318.HMPREF0497_1559	6.69e-44	151.0	COG1961@1|root,COG1961@2|Bacteria,1V51N@1239|Firmicutes,4HDX2@91061|Bacilli,3F51V@33958|Lactobacillaceae	91061|Bacilli	L	Resolvase, N terminal domain	tnpR1	GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360	-	-	-	-	-	-	-	-	-	-	Resolvase
G_49794_0_11_Limosilactobacillus_reuteri	1203076.CAKF01000002_gene37	8.9e-193	538.0	COG0039@1|root,COG0039@2|Bacteria,1UXY2@1239|Firmicutes,4HD1S@91061|Bacilli,3F4M2@33958|Lactobacillaceae	91061|Bacilli	C	Belongs to the LDH MDH superfamily	hdhL	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
G_49887_1_2_Limosilactobacillus_reuteri	405566.lhv_2015	5.79e-79	241.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,3FBF8@33958|Lactobacillaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_49887_1_6_Limosilactobacillus_reuteri	1118055.CAGU01000028_gene99	3.67e-12	67.0	2DNRS@1|root,32YU9@2|Bacteria,1VI43@1239|Firmicutes,24QZ2@186801|Clostridia,22IKV@1570339|Peptoniphilaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49887_1_8_Limosilactobacillus_reuteri	1145276.T479_12330	5.24e-11	67.0	COG2944@1|root,COG2944@2|Bacteria	2|Bacteria	K	sequence-specific DNA binding	-	-	-	ko:K07726	-	-	-	-	ko00000,ko03000	-	-	-	HTH_3
G_49887_1_10_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4601	7.69e-207	619.0	29X5H@1|root,30IUH@2|Bacteria,1UJK3@1239|Firmicutes,4ITAU@91061|Bacilli,3F7PQ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49887_1_11_Limosilactobacillus_reuteri	1469948.JPNB01000001_gene2110	9.02e-11	61.6	COG1396@1|root,COG1396@2|Bacteria,1VGAT@1239|Firmicutes,24QWH@186801|Clostridia	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3,HTH_31
G_49887_1_13_Limosilactobacillus_reuteri	908339.HMPREF9265_1401	2.7e-200	556.0	COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,4HCBZ@91061|Bacilli,3F4QA@33958|Lactobacillaceae	91061|Bacilli	D	CobQ CobB MinD ParA nucleotide binding domain protein	soj	-	-	-	-	-	-	-	-	-	-	-	AAA_31
G_49887_1_14_Limosilactobacillus_reuteri	908339.HMPREF9265_1402	5.82e-61	189.0	29QAK@1|root,30B9S@2|Bacteria,1U7SI@1239|Firmicutes,4IHPX@91061|Bacilli,3FA44@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50051_0_1_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3506	6.17e-104	300.0	COG1438@1|root,COG1438@2|Bacteria,1VA3U@1239|Firmicutes,4HPCQ@91061|Bacilli,3F65K@33958|Lactobacillaceae	91061|Bacilli	K	Regulates arginine biosynthesis genes	argR	-	-	ko:K03402	-	-	-	-	ko00000,ko03000	-	-	-	Arg_repressor,Arg_repressor_C
G_50051_0_2_Limosilactobacillus_reuteri	557436.Lreu_0445	4.19e-303	825.0	COG2235@1|root,COG2235@2|Bacteria,1TQWS@1239|Firmicutes,4HCMG@91061|Bacilli,3F4VJ@33958|Lactobacillaceae	91061|Bacilli	E	Arginine	arcA	-	3.5.3.6	ko:K01478	ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130	-	R00552	RC00177	ko00000,ko00001,ko01000	-	-	-	Amidinotransf
G_50051_0_3_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3504	2.47e-250	686.0	COG1680@1|root,COG1680@2|Bacteria,1U828@1239|Firmicutes,4HA0Q@91061|Bacilli,3FBDZ@33958|Lactobacillaceae	91061|Bacilli	V	Beta-lactamase	ampC	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
G_50051_0_4_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3503	2.95e-75	231.0	2DI2W@1|root,33GVK@2|Bacteria,1VQCC@1239|Firmicutes,4HR7Z@91061|Bacilli,3F8BF@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50051_0_5_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3502	0.0	1852.0	COG4932@1|root,COG4932@2|Bacteria	2|Bacteria	M	domain protein	-	-	-	-	-	-	-	-	-	-	-	-	FctA,Gram_pos_anchor,MucBP
G_50051_0_6_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3501	4.76e-132	382.0	29P9C@1|root,30A7G@2|Bacteria,1U6AG@1239|Firmicutes,4IG1U@91061|Bacilli,3F7FY@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50051_0_7_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3500	0.0	902.0	COG0025@1|root,COG0025@2|Bacteria,1TR4G@1239|Firmicutes,4HBJR@91061|Bacilli,3F42V@33958|Lactobacillaceae	91061|Bacilli	P	Sodium proton antiporter	nhaP3	-	-	ko:K03316	-	-	-	-	ko00000	2.A.36	-	-	Na_H_Exchanger
G_50051_0_8_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3499	3.68e-75	224.0	2FI40@1|root,349WT@2|Bacteria,1W08C@1239|Firmicutes,4HYGC@91061|Bacilli,3F7QX@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50051_0_9_Limosilactobacillus_reuteri	557436.Lreu_0432	3.98e-116	332.0	29P3K@1|root,30A1T@2|Bacteria,1U62W@1239|Firmicutes,4IFS1@91061|Bacilli,3F6X0@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50051_0_10_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3497	0.0	1181.0	COG2217@1|root,COG2217@2|Bacteria,1TP5S@1239|Firmicutes,4HAI0@91061|Bacilli,3F4IX@33958|Lactobacillaceae	91061|Bacilli	P	P-type ATPase	copA	-	3.6.3.3,3.6.3.5,3.6.3.54	ko:K01534,ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5,3.A.3.6	-	-	Cupredoxin_1,E1-E2_ATPase,Hydrolase
G_50051_0_11_Limosilactobacillus_reuteri	557436.Lreu_0430	2.2e-65	198.0	COG4633@1|root,COG4633@2|Bacteria,1U632@1239|Firmicutes,4IFSB@91061|Bacilli,3F6XB@33958|Lactobacillaceae	91061|Bacilli	S	Cupredoxin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupredoxin_1
G_50051_0_12_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3495	3e-81	241.0	COG4633@1|root,COG4633@2|Bacteria,1TQ02@1239|Firmicutes,4IRVT@91061|Bacilli,3FBQA@33958|Lactobacillaceae	91061|Bacilli	S	Cupredoxin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupredoxin_1
G_50051_0_13_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3494	9.98e-134	379.0	COG5549@1|root,COG5549@2|Bacteria,1VW9X@1239|Firmicutes,4HWF8@91061|Bacilli,3F60X@33958|Lactobacillaceae	91061|Bacilli	O	PFAM peptidase M10A and M12B, matrixin and adamalysin	XK27_08875	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M10
G_50051_0_14_Limosilactobacillus_reuteri	557436.Lreu_0427	5.27e-207	573.0	COG0697@1|root,COG0697@2|Bacteria,1TR6G@1239|Firmicutes,4HAMD@91061|Bacilli,3F423@33958|Lactobacillaceae	91061|Bacilli	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
G_50051_0_15_Limosilactobacillus_reuteri	557436.Lreu_0426	7.95e-221	609.0	COG0549@1|root,COG0549@2|Bacteria,1TP9H@1239|Firmicutes,4H9QD@91061|Bacilli,3F3T4@33958|Lactobacillaceae	91061|Bacilli	E	Belongs to the carbamate kinase family	arcC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008804,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009987,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0019546,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	2.7.2.2	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200	-	R00150,R01395	RC00002,RC00043,RC02803,RC02804	ko00000,ko00001,ko01000	-	-	-	AA_kinase
G_50051_0_16_Limosilactobacillus_reuteri	557436.Lreu_0425	9.21e-244	669.0	COG0078@1|root,COG0078@2|Bacteria,1TPF2@1239|Firmicutes,4H9X8@91061|Bacilli,3F48K@33958|Lactobacillaceae	91061|Bacilli	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
G_50051_0_17_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3488	2.61e-199	552.0	COG2197@1|root,COG2197@2|Bacteria,1UHR2@1239|Firmicutes,4HIGR@91061|Bacilli,3F61D@33958|Lactobacillaceae	91061|Bacilli	KT	YcbB domain	-	-	-	ko:K07719	ko02020,map02020	M00518	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,YcbB
G_50051_0_18_Limosilactobacillus_reuteri	557436.Lreu_0422	4.69e-39	130.0	COG1070@1|root,COG1070@2|Bacteria,1TQ1I@1239|Firmicutes,4H9W6@91061|Bacilli,3F4R2@33958|Lactobacillaceae	91061|Bacilli	G	Belongs to the FGGY kinase family	xylB	-	2.7.1.17,2.7.1.53	ko:K00854,ko:K00880	ko00040,ko00053,ko01100,map00040,map00053,map01100	M00014	R01639,R01901,R07127	RC00002,RC00017,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
G_50051_0_20_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3477	1.56e-35	121.0	2AE1U@1|root,313UM@2|Bacteria,1U74Y@1239|Firmicutes,4IGZM@91061|Bacilli,3F8ZF@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
